col1;col2;col3;col4;col5;col6;col7;col8;col9;col10;target
4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;-1
4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;-1
3.69;3.69;3.69;3.69;4.06;3.69;3.69;3.69;3.69;3.69;-1
3.69;4.06;3.69;3.69;4.06;3.69;4.06;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.32;3.32;3.69;3.69;-1
3.69;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.58;2.95;2.58;2.95;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.95;2.95;2.95;2.95;2.95;2.95;1
3.69;3.69;3.69;3.69;4.06;4.06;4.06;4.06;4.43;4.43;1
5.54;5.54;5.54;5.54;5.9;5.9;6.27;6.27;6.27;7.01;1
8.49;8.86;9.23;9.23;9.59;9.96;9.96;9.96;10.33;10.33;1
10.7;11.07;11.07;11.07;11.44;11.44;11.44;11.44;11.44;11.81;1
12.18;12.18;12.18;12.18;12.18;12.55;12.55;12.55;12.55;12.92;1
13.28;13.28;13.28;13.28;13.28;13.65;13.65;13.65;13.65;13.65;1
14.02;14.02;14.02;14.02;14.39;14.39;14.39;14.39;14.39;14.76;1
14.76;15.13;14.76;15.13;15.13;15.13;15.13;15.13;15.13;15.13;1
15.5;15.5;15.87;15.87;15.87;15.87;16.24;16.24;16.24;16.24;1
16.61;16.61;16.61;16.97;16.97;16.97;16.97;16.97;16.97;16.97;1
17.34;17.34;17.34;17.71;17.34;17.71;17.71;17.71;17.71;17.71;1
18.08;18.08;18.08;18.08;18.08;18.45;18.45;18.08;18.45;18.45;1
18.45;18.82;18.82;18.82;18.82;18.82;18.82;18.82;18.82;18.82;1
19.19;19.19;19.19;19.19;19.19;19.56;19.56;19.56;19.56;19.56;1
19.93;19.56;19.93;19.93;19.93;19.93;19.93;19.93;19.93;19.93;1
20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.66;20.66;1
20.66;20.66;20.66;20.66;20.66;20.66;21.03;20.66;21.03;20.66;1
21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.4;1
21.4;21.4;21.4;21.4;21.4;21.4;21.77;21.77;21.77;21.77;1
21.77;22.14;22.14;22.14;22.14;22.14;22.14;22.14;22.14;22.14;1
22.51;22.51;22.51;22.51;22.51;22.51;22.51;22.51;22.51;22.88;1
22.88;22.88;22.88;23.25;23.25;23.25;23.25;23.25;23.25;23.62;1
23.99;23.62;23.99;23.99;23.99;23.99;23.99;23.99;24.35;24.35;1
24.72;24.72;24.72;24.72;24.72;24.72;24.72;24.72;25.09;25.09;1
25.46;25.46;25.83;25.83;25.83;25.83;26.2;26.2;26.2;26.2;1
26.57;26.57;26.57;26.94;26.94;26.94;26.94;27.31;27.31;27.31;1
28.04;28.04;28.04;28.04;28.04;28.04;28.04;28.41;28.41;28.41;1
28.78;28.78;28.78;28.78;29.15;29.15;29.15;29.15;29.15;29.52;1
29.89;29.89;29.89;29.89;30.26;30.26;30.26;30.26;30.26;30.26;1
30.63;30.63;31;31;31;31;31;31;31.37;31.37;1
31.73;31.73;31.73;31.73;31.73;32.1;31.73;32.1;32.1;32.1;1
32.47;32.47;32.47;32.47;32.84;32.84;32.84;32.84;32.84;32.84;1
33.21;33.21;33.21;33.21;33.58;33.58;33.58;33.58;33.58;33.58;1
33.95;33.95;33.95;34.32;34.32;34.32;34.32;34.69;34.32;34.69;1
35.06;35.06;35.06;35.06;35.42;35.42;35.42;35.42;35.42;35.42;1
35.79;35.79;35.79;35.79;36.16;36.16;36.16;36.16;36.16;36.16;1
36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;1
36.9;36.9;36.9;36.9;37.27;37.27;37.27;37.27;37.27;37.27;1
37.64;37.64;37.64;37.64;37.64;37.64;37.64;37.64;38.01;38.01;1
38.75;38.75;38.75;38.75;38.75;38.75;38.75;39.11;39.11;39.11;1
39.48;39.48;39.48;39.48;39.48;39.48;39.48;39.48;39.85;39.85;1
39.85;39.85;39.85;39.85;39.85;39.85;39.85;40.22;39.85;40.22;1
40.22;40.22;40.22;40.22;40.22;40.59;40.59;40.59;40.59;40.59;1
40.96;40.96;40.96;40.96;40.96;40.96;40.96;40.96;40.96;40.96;1
41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;1
41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;42.07;42.07;1
42.07;42.07;42.07;42.44;42.44;42.44;42.44;42.44;42.44;42.44;1
4.06;3.69;3.69;3.69;3.69;3.32;3.69;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;2.95;3.32;2.95;2.95;2.95;2.95;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;2.95;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.69;3.69;3.69;3.69;3.32;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;4.06;3.69;3.69;3.69;3.69;3.69;-1
4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;-1
4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.43;4.06;-1
4.43;4.06;4.06;4.06;4.43;4.06;4.06;4.06;4.43;4.06;-1
4.43;4.43;4.43;4.43;4.43;4.43;4.06;4.43;4.43;4.06;-1
4.43;4.43;4.43;4.43;4.43;4.43;4.43;4.06;4.43;4.06;-1
4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;4.06;-1
4.06;4.06;4.06;4.06;4.06;4.06;3.69;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.69;-1
3.69;3.69;3.69;3.69;3.69;3.69;3.69;3.32;3.69;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;3.32;3.32;3.32;3.32;3.32;2.95;3.32;3.32;3.32;-1
3.32;2.95;3.32;3.32;3.32;2.95;3.32;3.32;3.32;2.95;-1
3.32;2.95;3.32;2.95;2.95;2.95;2.95;2.95;3.32;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
3.32;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.58;2.95;2.95;2.95;2.58;-1
2.95;2.95;2.58;2.58;2.95;2.95;2.58;2.95;2.95;2.58;-1
2.58;2.58;2.58;2.58;2.95;2.58;2.58;2.58;2.95;2.58;-1
2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.95;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;2.58;-1
2.58;2.58;2.58;2.58;2.95;2.58;2.58;2.58;2.58;2.58;-1
3.69;3.69;3.69;3.69;4.06;4.43;4.43;4.8;5.9;5.9;1
7.01;7.01;7.38;7.38;8.12;8.12;8.12;8.12;8.49;8.49;1
9.23;9.23;9.23;9.23;9.59;9.96;9.96;9.96;10.33;10.33;1
11.07;10.7;10.7;11.07;11.07;11.07;11.44;11.44;11.81;11.81;1
12.55;12.55;12.55;12.55;12.92;12.92;12.92;13.28;13.28;13.28;1
14.02;14.02;14.02;14.02;14.39;14.39;14.39;14.39;14.76;14.76;1
15.13;15.13;15.13;15.13;15.5;15.5;15.5;15.5;15.87;15.87;1
16.24;16.61;16.61;16.61;16.61;16.61;16.61;16.61;16.97;16.97;1
17.34;17.34;17.34;17.34;17.71;17.71;17.71;17.71;17.71;17.71;1
18.08;18.08;18.08;18.08;18.45;18.45;18.45;18.45;18.45;18.45;1
18.82;18.82;18.82;18.82;18.82;18.82;18.82;18.82;19.19;19.19;1
19.19;19.19;19.19;19.19;19.56;19.56;19.56;19.56;19.56;19.56;1
19.93;19.93;19.93;19.93;19.93;19.93;19.93;19.93;20.3;20.3;1
20.66;20.3;20.3;20.3;20.66;20.66;20.66;20.66;20.66;20.66;1
21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.03;21.03;1
21.4;21.4;21.4;21.4;21.4;21.4;21.4;21.77;21.77;21.77;1
22.14;21.77;21.77;21.77;22.14;22.14;22.14;22.14;22.14;22.14;1
22.51;22.51;22.51;22.51;22.51;22.51;22.51;22.51;22.88;22.88;1
22.88;22.88;23.25;23.25;23.25;23.25;23.25;23.25;23.25;23.62;1
24.35;24.35;24.35;24.35;24.72;24.72;24.72;24.72;25.09;25.09;1
25.83;25.83;25.83;25.83;26.2;26.2;26.2;26.2;26.2;26.57;1
26.94;26.94;26.94;26.94;27.31;27.31;27.31;27.31;27.68;27.68;1
28.04;28.04;28.04;28.04;28.41;28.41;28.41;28.41;28.41;28.78;1
29.15;29.15;29.15;29.15;29.52;29.52;29.52;29.52;29.52;29.52;1
29.89;29.89;30.26;30.26;30.63;30.63;30.63;30.63;30.63;31;1
31;31.37;31.37;31.37;31.37;31.37;31.37;31.37;31.73;31.73;1
32.1;32.1;32.1;32.1;32.1;32.1;32.47;32.47;32.47;32.47;1
32.84;32.84;32.84;32.84;32.84;32.84;32.84;33.21;33.21;33.21;1
33.58;33.58;33.58;33.58;33.58;33.95;33.95;33.95;33.95;33.95;1
34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.32;34.69;1
34.69;34.69;34.69;34.69;35.06;35.06;35.06;35.06;35.06;35.06;1
35.42;35.42;35.42;35.42;35.42;35.42;35.42;35.42;35.42;35.79;1
35.79;35.79;35.79;35.79;35.79;35.79;36.16;36.16;36.16;36.16;1
36.53;36.16;36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;1
36.9;36.9;36.9;36.9;36.9;36.9;37.27;36.9;37.27;37.27;1
37.27;37.27;37.27;37.27;37.27;37.64;37.64;37.64;37.64;37.64;1
38.01;38.01;38.01;38.01;38.01;38.01;38.01;38.01;38.01;38.38;1
38.38;38.38;38.75;38.38;38.75;38.75;38.75;38.75;38.75;38.75;1
39.11;39.11;39.11;39.11;39.11;39.48;39.48;39.48;39.11;39.11;1
39.48;39.48;39.48;39.48;39.48;39.85;39.85;39.85;39.85;39.85;1
39.85;39.85;39.85;39.85;39.85;40.22;40.22;40.22;40.22;40.22;1
40.22;40.22;40.22;40.22;40.22;40.59;40.59;40.59;40.59;40.59;1
40.59;40.59;40.59;40.59;40.96;40.96;40.96;40.96;40.96;40.96;1
41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;41.33;1
41.33;41.33;41.33;41.7;41.7;41.7;41.7;41.7;41.7;41.7;1
41.7;41.7;41.7;41.7;41.7;42.07;42.07;42.07;41.7;42.07;1
3.69;3.69;3.69;3.32;3.32;3.32;3.32;3.32;3.32;3.32;-1
3.32;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;2.95;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.33;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.33;10.7;10.7;10.7;10.7;10.33;-1
10.7;10.33;10.33;10.7;10.7;10.7;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.7;10.33;10.7;10.33;-1
10.7;10.7;10.7;10.33;10.7;10.7;10.7;10.33;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.33;10.33;10.33;10.33;10.7;10.33;10.33;10.33;10.7;10.7;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;9.96;9.96;-1
11.44;11.44;11.44;11.44;11.81;11.81;11.81;11.81;12.18;12.18;1
14.02;14.02;14.02;14.02;14.02;14.39;14.39;14.39;14.76;14.76;1
15.13;15.13;15.5;15.5;15.5;15.5;15.87;15.5;15.87;15.87;1
16.61;16.61;16.61;16.61;16.61;16.97;16.97;16.97;16.97;16.97;1
17.71;17.71;17.71;17.71;17.71;17.71;18.08;18.08;18.08;18.08;1
18.82;18.82;18.82;18.82;18.82;19.19;19.19;19.19;19.19;19.19;1
19.56;19.93;19.93;19.93;19.93;19.93;19.93;19.93;20.3;20.3;1
20.66;20.66;20.66;20.66;20.66;21.03;21.03;21.03;21.03;21.03;1
21.4;21.4;21.4;21.4;21.77;21.77;21.77;21.77;21.77;22.14;1
22.14;22.14;22.14;22.14;22.51;22.51;22.51;22.51;22.51;22.51;1
22.88;22.88;22.88;22.88;23.25;23.25;23.25;23.25;23.25;23.25;1
23.62;23.62;23.62;23.62;23.62;23.62;23.62;23.99;23.99;23.99;1
23.99;24.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;24.35;1
24.72;24.72;24.72;24.72;25.09;25.09;25.09;25.09;25.09;25.09;1
25.46;25.46;25.46;25.46;25.46;25.46;25.46;25.46;25.46;25.46;1
25.83;25.83;25.83;25.83;25.83;25.83;26.2;25.83;25.83;26.2;1
26.2;26.57;26.57;26.57;26.57;26.57;26.57;26.57;26.57;26.57;1
26.94;26.94;26.94;26.94;26.94;27.31;26.94;26.94;27.31;27.31;1
27.31;27.31;27.68;27.68;27.68;27.68;27.68;27.68;27.68;27.68;1
28.04;28.04;28.04;28.04;28.04;28.04;28.04;28.04;28.04;28.04;1
28.41;28.41;28.41;28.41;28.41;28.41;28.41;28.41;28.41;28.78;1
29.15;29.15;28.78;29.15;29.15;29.15;29.15;29.15;29.15;29.15;1
29.52;29.52;29.52;29.52;29.52;29.52;29.52;29.52;29.52;29.89;1
29.89;30.26;30.26;30.26;30.26;30.26;30.26;30.26;30.26;30.63;1
30.63;30.63;31;31;31;31;31;31;31;31;1
31.37;31.37;31.37;31.37;31.73;31.73;31.73;31.73;31.73;31.73;1
32.1;32.1;32.47;32.1;32.47;32.47;32.47;32.47;32.47;32.47;1
32.84;32.84;32.84;32.84;32.84;33.21;33.21;33.21;33.21;33.21;1
33.58;33.58;33.58;33.58;33.95;33.95;33.95;33.95;33.95;34.32;1
34.32;34.69;34.69;34.69;34.69;34.69;34.69;34.69;35.06;35.06;1
35.42;35.42;35.42;35.42;35.42;35.42;35.79;35.79;35.79;35.79;1
36.16;36.16;36.16;36.16;36.53;36.53;36.53;36.53;36.53;36.53;1
36.9;36.9;36.9;36.9;36.9;37.27;37.27;37.27;37.27;37.27;1
37.64;37.64;37.64;37.64;38.01;38.01;38.01;38.01;38.38;38.38;1
38.38;38.38;38.75;38.75;38.75;38.75;38.75;39.11;39.11;39.11;1
39.48;39.48;39.48;39.48;39.48;39.48;39.48;39.85;39.85;39.85;1
40.22;40.22;40.22;40.22;40.22;40.22;40.59;40.59;40.59;40.59;1
40.96;40.96;40.96;40.96;41.33;41.33;41.33;41.33;41.33;41.33;1
41.7;41.7;41.7;41.7;42.07;42.07;42.07;42.07;42.07;42.07;1
42.44;42.44;42.44;42.44;42.44;42.44;42.44;42.44;42.44;42.8;1
42.8;42.8;42.8;42.8;43.17;43.17;43.17;43.17;43.17;43.17;1
43.54;43.54;43.54;43.54;43.54;43.54;43.91;43.54;43.91;43.91;1
44.28;44.28;44.28;44.28;44.28;44.28;44.28;44.28;44.65;44.65;1
44.65;44.65;44.65;45.02;45.02;44.65;45.02;45.02;45.02;45.02;1
45.39;45.39;45.39;45.39;45.39;45.39;45.39;45.39;45.39;45.76;1
45.76;45.76;45.76;45.76;45.76;46.13;46.13;46.13;46.13;46.13;1
19.56;18.45;16.61;15.5;12.92;12.55;12.18;11.81;11.44;11.07;-1
10.7;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;-1
9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;-1
9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;-1
11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;-1
11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;-1
11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;-1
11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;11.44;-1
11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;11.07;-1
10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;-1
10.7;10.7;10.7;10.33;10.33;10.33;10.7;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;10.33;-1
10.33;10.33;10.33;10.33;10.33;10.33;9.96;9.96;9.96;9.96;-1
9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;-1
9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;9.96;-1
9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;-1
9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.59;9.23;9.23;9.59;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.59;9.59;9.59;9.23;9.59;9.59;9.59;9.59;9.23;-1
9.23;9.23;9.23;9.59;9.59;9.23;9.59;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;8.86;8.86;9.23;9.23;9.23;-1
9.23;8.86;8.86;9.23;9.23;8.86;8.86;9.23;8.86;8.86;-1
8.86;9.23;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
9.23;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
9.23;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
8.86;8.86;8.86;8.86;8.86;9.23;8.86;8.86;8.86;8.86;-1
8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;8.86;-1
8.86;9.23;8.86;8.86;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;9.23;-1
9.23;9.23;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;-1
9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;-1
9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;9.59;-1
9.59;9.59;9.59;9.59;9.23;9.23;9.23;9.23;9.59;9.23;-1
9.96;9.96;10.33;10.33;10.33;10.7;10.7;10.7;11.07;11.07;1
11.81;11.81;11.81;11.81;12.18;12.18;12.18;12.55;12.18;12.92;1
13.28;13.28;13.65;13.65;14.02;14.02;14.02;14.02;14.39;14.39;1
15.13;15.13;15.13;15.13;15.5;15.5;15.5;15.5;15.5;15.5;1
16.24;16.24;16.24;16.24;16.24;16.61;16.61;16.61;16.61;16.61;1
17.34;17.34;17.34;17.34;17.71;17.71;17.71;17.71;17.71;18.08;1
18.45;18.45;18.45;18.45;18.82;18.82;18.82;18.82;18.82;19.19;1
19.56;19.56;19.56;19.56;19.56;19.93;19.93;19.93;19.93;19.93;1
20.3;20.3;20.3;20.66;20.66;20.66;20.66;20.66;20.66;21.03;1
21.4;21.4;21.03;21.4;21.4;21.4;21.4;21.4;21.4;21.77;1
21.77;21.77;22.14;22.14;22.14;22.14;22.14;22.14;22.14;22.14;1
22.88;22.51;22.88;22.88;22.88;22.88;22.88;23.25;23.25;23.25;1
23.62;23.62;23.62;23.62;23.62;23.62;23.62;23.62;23.62;23.62;1
23.99;23.99;23.99;23.99;24.35;24.35;24.35;24.35;24.35;24.35;1
24.72;24.72;24.72;24.72;24.72;24.72;24.72;24.72;24.72;24.72;1
25.09;25.09;25.09;25.09;25.09;25.09;25.09;25.09;25.09;25.09;1
25.46;25.46;25.46;25.46;25.46;25.46;25.46;25.46;25.83;25.83;1
25.83;25.83;25.83;25.83;26.2;26.2;26.2;26.2;26.2;26.2;1
26.57;26.57;26.57;26.57;26.57;26.57;26.57;26.57;26.94;26.57;1
26.94;26.94;26.94;26.94;26.94;26.94;26.94;27.31;27.31;27.31;1
27.31;27.31;27.31;27.68;27.68;27.68;27.68;27.68;27.68;28.04;1
28.04;28.04;28.04;28.04;28.41;28.41;28.41;28.41;28.78;28.41;1
28.78;28.78;28.78;28.78;29.15;29.15;29.15;29.15;29.52;29.52;1
29.89;29.89;29.89;29.89;29.89;29.89;29.89;30.26;30.26;30.26;1
30.63;30.63;30.63;30.63;31;31;31;31;31;31;1
31.37;31.37;31.37;31.37;31.73;31.73;31.73;31.73;32.1;32.1;1
32.1;32.1;32.47;32.47;32.47;32.47;32.47;32.47;32.84;32.84;1
33.21;33.21;33.21;33.21;33.58;33.21;33.58;33.58;33.58;33.58;1
33.95;33.95;33.95;33.95;34.32;34.32;34.32;34.32;34.32;34.32;1
34.69;34.69;34.69;34.69;35.06;35.06;35.06;35.06;35.06;35.06;1
35.42;35.42;35.42;35.42;35.42;35.79;35.42;35.79;35.79;35.79;1
36.16;36.16;36.16;36.16;36.16;36.16;36.53;36.16;36.53;36.53;1
36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;1
37.27;37.27;37.27;37.27;37.64;37.64;37.64;37.64;37.64;37.64;1
38.01;38.01;38.01;38.01;38.01;38.01;38.01;38.01;38.38;38.38;1
38.38;38.75;38.75;38.75;38.75;38.75;38.75;38.75;38.75;38.75;1
39.11;39.11;39.11;39.11;39.48;39.48;39.48;39.48;39.48;39.48;1
39.85;39.85;39.85;39.85;39.85;39.85;39.85;39.85;39.85;40.22;1
40.22;40.22;40.22;40.22;40.59;40.59;40.59;40.59;40.59;40.59;1
40.96;40.96;40.96;40.96;40.96;40.96;40.96;40.96;40.96;41.33;1
41.33;41.33;41.33;41.33;41.7;41.7;41.7;41.7;41.7;41.7;1
